,HR_Left_path,HR_Right_path,HRL_L_path,HRR_L_path,LR_Left_path,LR_Right_path,Subject_num,slice,kfold
13,input/hippocampal-croped-mri/all_data/HR_Left/S6_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S6_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S6_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S6_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S6_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S6_LR_right.nii,6,84,3
14,input/hippocampal-croped-mri/all_data/HR_Left/S15_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S15_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S15_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S15_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S15_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S15_LR_right.nii,15,142,2
15,input/hippocampal-croped-mri/all_data/HR_Left/S22_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S22_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S22_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S22_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S22_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S22_LR_right.nii,22,5,1
16,input/hippocampal-croped-mri/all_data/HR_Left/S13_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S13_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S13_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S13_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S13_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S13_LR_right.nii,13,121,4
17,input/hippocampal-croped-mri/all_data/HR_Left/S24_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S24_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S24_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S24_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S24_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S24_LR_right.nii,24,33,3
18,input/hippocampal-croped-mri/all_data/HR_Left/S3_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S3_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S3_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S3_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S3_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S3_LR_right.nii,3,144,4
19,input/hippocampal-croped-mri/all_data/HR_Left/S14_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S14_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S14_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S14_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S14_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S14_LR_right.nii,14,61,2
20,input/hippocampal-croped-mri/all_data/HR_Left/S19_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S19_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S19_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S19_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S19_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S19_LR_right.nii,19,68,4
21,input/hippocampal-croped-mri/all_data/HR_Left/S6_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S6_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S6_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S6_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S6_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S6_LR_right.nii,6,44,3
22,input/hippocampal-croped-mri/all_data/HR_Left/S2_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S2_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S2_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S2_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S2_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S2_LR_right.nii,2,150,1
23,input/hippocampal-croped-mri/all_data/HR_Left/S17_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S17_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S17_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S17_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S17_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S17_LR_right.nii,17,130,3
24,input/hippocampal-croped-mri/all_data/HR_Left/S9_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S9_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S9_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S9_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S9_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S9_LR_right.nii,9,82,0
25,input/hippocampal-croped-mri/all_data/HR_Left/S2_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S2_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S2_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S2_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S2_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S2_LR_right.nii,2,6,1
26,input/hippocampal-croped-mri/all_data/HR_Left/S22_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S22_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S22_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S22_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S22_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S22_LR_right.nii,22,118,1
27,input/hippocampal-croped-mri/all_data/HR_Left/S21_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S21_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S21_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S21_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S21_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S21_LR_right.nii,21,31,2
28,input/hippocampal-croped-mri/all_data/HR_Left/S10_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S10_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S10_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S10_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S10_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S10_LR_right.nii,10,4,0
29,input/hippocampal-croped-mri/all_data/HR_Left/S13_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S13_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S13_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S13_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S13_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S13_LR_right.nii,13,94,4
30,input/hippocampal-croped-mri/all_data/HR_Left/S12_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S12_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S12_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S12_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S12_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S12_LR_right.nii,12,34,2
31,input/hippocampal-croped-mri/all_data/HR_Left/S12_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S12_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S12_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S12_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S12_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S12_LR_right.nii,12,145,2
32,input/hippocampal-croped-mri/all_data/HR_Left/S11_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S11_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S11_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S11_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S11_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S11_LR_right.nii,11,102,2
33,input/hippocampal-croped-mri/all_data/HR_Left/S17_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S17_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S17_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S17_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S17_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S17_LR_right.nii,17,72,3
34,input/hippocampal-croped-mri/all_data/HR_Left/S22_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S22_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S22_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S22_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S22_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S22_LR_right.nii,22,95,1
35,input/hippocampal-croped-mri/all_data/HR_Left/S11_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S11_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S11_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S11_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S11_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S11_LR_right.nii,11,105,2
36,input/hippocampal-croped-mri/all_data/HR_Left/S15_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S15_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S15_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S15_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S15_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S15_LR_right.nii,15,145,2
37,input/hippocampal-croped-mri/all_data/HR_Left/S21_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S21_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S21_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S21_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S21_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S21_LR_right.nii,21,96,2
38,input/hippocampal-croped-mri/all_data/HR_Left/S12_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S12_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S12_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S12_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S12_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S12_LR_right.nii,12,138,2
39,input/hippocampal-croped-mri/all_data/HR_Left/S6_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S6_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S6_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S6_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S6_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S6_LR_right.nii,6,98,3
40,input/hippocampal-croped-mri/all_data/HR_Left/S18_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S18_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S18_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S18_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S18_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S18_LR_right.nii,18,105,0
41,input/hippocampal-croped-mri/all_data/HR_Left/S4_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S4_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S4_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S4_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S4_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S4_LR_right.nii,4,136,3
42,input/hippocampal-croped-mri/all_data/HR_Left/S11_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S11_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S11_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S11_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S11_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S11_LR_right.nii,11,8,2
43,input/hippocampal-croped-mri/all_data/HR_Left/S11_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S11_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S11_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S11_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S11_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S11_LR_right.nii,11,110,2
44,input/hippocampal-croped-mri/all_data/HR_Left/S14_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S14_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S14_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S14_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S14_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S14_LR_right.nii,14,17,2
45,input/hippocampal-croped-mri/all_data/HR_Left/S1_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S1_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S1_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S1_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S1_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S1_LR_right.nii,1,22,1
46,input/hippocampal-croped-mri/all_data/HR_Left/S20_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S20_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S20_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S20_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S20_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S20_LR_right.nii,20,26,4
47,input/hippocampal-croped-mri/all_data/HR_Left/S14_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S14_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S14_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S14_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S14_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S14_LR_right.nii,14,33,2
48,input/hippocampal-croped-mri/all_data/HR_Left/S19_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S19_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S19_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S19_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S19_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S19_LR_right.nii,19,2,4
49,input/hippocampal-croped-mri/all_data/HR_Left/S7_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S7_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S7_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S7_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S7_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S7_LR_right.nii,7,19,4
50,input/hippocampal-croped-mri/all_data/HR_Left/S11_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S11_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S11_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S11_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S11_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S11_LR_right.nii,11,153,2
51,input/hippocampal-croped-mri/all_data/HR_Left/S14_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S14_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S14_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S14_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S14_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S14_LR_right.nii,14,89,2
52,input/hippocampal-croped-mri/all_data/HR_Left/S22_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S22_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S22_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S22_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S22_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S22_LR_right.nii,22,41,1
53,input/hippocampal-croped-mri/all_data/HR_Left/S15_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S15_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S15_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S15_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S15_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S15_LR_right.nii,15,68,2
54,input/hippocampal-croped-mri/all_data/HR_Left/S18_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S18_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S18_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S18_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S18_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S18_LR_right.nii,18,23,0
55,input/hippocampal-croped-mri/all_data/HR_Left/S7_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S7_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S7_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S7_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S7_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S7_LR_right.nii,7,21,4
56,input/hippocampal-croped-mri/all_data/HR_Left/S20_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S20_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S20_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S20_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S20_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S20_LR_right.nii,20,151,4
57,input/hippocampal-croped-mri/all_data/HR_Left/S2_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S2_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S2_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S2_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S2_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S2_LR_right.nii,2,13,1
58,input/hippocampal-croped-mri/all_data/HR_Left/S11_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S11_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S11_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S11_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S11_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S11_LR_right.nii,11,36,2
59,input/hippocampal-croped-mri/all_data/HR_Left/S12_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S12_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S12_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S12_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S12_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S12_LR_right.nii,12,147,2
60,input/hippocampal-croped-mri/all_data/HR_Left/S12_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S12_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S12_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S12_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S12_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S12_LR_right.nii,12,67,2
61,input/hippocampal-croped-mri/all_data/HR_Left/S14_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S14_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S14_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S14_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S14_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S14_LR_right.nii,14,156,2
